259,62
259,62
268,62
268,62
269,66
269,66
270,67
270,67
271,67
271,67
272,68
272,68
279,68
279,68
281,68
281,68
283,68
283,68
285,69
285,69
286,70
286,70
290,71
290,71
290,71
290,71
295,72
295,72
300,73
300,73
300,74
300,74
301,74
301,74
301,74
301,74
302,74
302,74
302,74
302,74
302,75
302,75
302,75
302,75
302,77
302,77
302,77
302,77
302,77
302,77
302,78
302,78
302,78
302,78
302,78
302,78
302,79
302,79
302,80
302,80
302,80
302,80
302,80
302,80
302,80
302,80
302,80
302,80
302,81
302,81
302,81
302,81
302,82
302,82
302,82
302,82
302,82
302,82
302,82
302,82
302,82
302,82
303,82
303,82
303,82
303,82
303,82
303,82
303,83
303,83
303,84
303,84
303,84
303,84
303,84
303,84
303,85
303,85
303,85
303,85
303,85
303,85
303,86
303,86
303,86
303,86
303,86
303,86
303,87
303,87
303,87
303,87
303,87
303,87
303,88
303,88
303,88
303,88
303,88
303,88
303,88
303,88
303,89
303,89
303,89
303,89
303,89
303,89
303,91
303,91
303,91
303,91
303,91
303,91
303,91
303,91
303,92
303,92
303,92
303,92
303,92
303,92
303,93
303,93
303,93
303,93
303,94
303,94
303,94
303,94
303,94
303,94
303,95
303,95
303,95
303,95
303,96
303,96
303,97
303,97
303,100
303,100
303,100
303,100
303,101
303,101
303,101
303,101
303,101
303,101
303,101
303,101
303,101
303,101
303,103
303,103
303,103
303,103
304,103
304,103
304,104
304,104
304,105
304,105
304,108
304,108
304,108
304,108
304,109
304,109
304,110
304,110
304,111
304,111
304,112
304,112
304,113
304,113
304,117
304,117
304,117
304,117
304,118
304,118
304,119
304,119
304,119
304,119
304,120
304,120
304,120
304,120
304,122
304,122
304,123
304,123
304,125
304,125
304,125
304,125
304,127
304,127
304,129
304,129
304,132
304,132
304,132
304,132
304,134
304,134
304,134
304,134
304,135
304,135
304,137
304,137
304,139
304,139
304,139
304,139
305,141
305,141
305,142
305,142
305,143
305,143
305,148
305,148
305,159
305,159
305,160
305,160
305,162
305,162
305,180
305,180
305,184
305,184
305,185
305,185
305,187
305,187
305,187
305,187
305,198
305,198
305,199
305,199
305,200
305,200
305,203
305,203
305,209
305,209
305,226
305,226
305,226
305,226
305,240
305,240
305,247
305,247
305,248
305,248
305,248
305,248
305,252
305,252
305,253
305,253
305,253
305,253
305,254
305,254
305,254
305,254
305,254
305,254
305,254
305,254
305,255
305,255
305,255
305,255
305,256
305,256
305,256
305,256
305,256
305,256
305,256
305,256
305,257
305,257
305,257
305,257
305,257
305,257
305,257
305,257
306,257
306,257
306,257
